,Id,User,Tweet,class_label
209,48265234,Shira Ghertner,"https://t.co/gqRcZ7O2Ri
The #dailyreminder we got more crisis in the world besides #COVID19  like #ClimateCrisis #GlobalWarming #זיהום_החופים #ClimateAction #OilPollution",NEGATIVE
210,2851915017,ELTI,"#MustRead📘🇷🇴 Want to learn more about #COVID19 impact on investments in #Romania? 
Check out the results of the EIB Investment Survey with @bnr_ro to understand the country's needs &amp; priorities, esp. in regards to transitioning towards a greener economy👉https://t.co/B4fVnBDnTa https://t.co/KnU8hs7I4l",NEGATIVE
211,7.15E+17,Jessica Sarah,".@MiaFarrow Israel boasts of its great #COVID19 vaccine rollout, yet keeps making very public, deliberate decisions to snub Palestinians – even though as the occupying power it’s responsible for their welfare. Can the world keep ignoring such delinquency?
https://t.co/pbF3T2tlsp",NEGATIVE
212,2557859383,Michau van Speyk,"#COVID19 in #Ontario [Dec 7]: 
1925 new cases*, 26 deaths, 1412 resolved
45283 tests/day, 31238 pending, 4.0% pos
725 hospitalized (213 in ICU)
See THREAD for more graphs📈⬇️
#onhealth #COVID19ontario #onpoli https://t.co/Wvt3kEHo50",POSITIVE
213,2205184114,Maureen A Salter,"via @NYTimes, Buckle up ⁦@UFT⁩ ⁦@UFT_BKOffice⁩ . ⁦@NYCSchools⁩ ⁦@DOEChancellor⁩ resigns as #Covid19 variants spread. ⁦@ChalkbeatNY⁩ ⁦@NYCComptroller⁩ ⁦@THECITYNY⁩ Good on ⁦@elizashapiro⁩ ⁦@nytimes⁩  https://t.co/zWOoA35exQ",NEGATIVE
214,9.89E+17,Trouw Nutrition USA Pet Division,How did #COVID19 affect #PetParents? A new survey found that 71% of pet owners said they would not have made it through the #pandemic without their #pet and 91% believed their pet enjoyed having them home more often in 2020. #PetIndustry #PetsAreFamily https://t.co/MkzpUSleY2 https://t.co/tIfxOgWtb1,POSITIVE
215,1.31E+18,🎁🎁🎁🎁🎁,"This has help throughout COVID 
🔴 CLICK ON THE LINK 😱🤯🤯

https://t.co/V7ovdFBNOl

#YouTube #contentcreators #Lockdown4 #lockingfilm #uk #funny #timetofly #youtubers #dontdoit #LifeStories #COVID19 #COYS #COVIDTIPS #clickonlink #HELPINGBRINGASMILE #SMILES #HEMELHEMPSTEAD",NEGATIVE
216,186272947,Langer Research,"Statewide estimates from the @uscensusbureau Household Pulse Survey show that AK, HI and NM have the highest vaccine uptake, with DC, VT, TN, CO and ID at the other end of the spectrum. 

See more from our weekly summary of #COVID19 polls: https://t.co/i0mtz80sBQ",NEGATIVE
217,8.61E+17,𝓢𝓪𝓻𝓪 𝓐𝓲𝓷,"#COVID19 confirmed cases and deaths reported by countries and areas in the @WHO Western Pacific Region over the past 24 hours.

For more info on #coronavirus cases in the Region, go to our dashboard: https://t.co/qQ2L14iMqi https://t.co/qxvnFUSFi4",POSITIVE
218,2851915017,ELTI,"Public health, access to drinking water and leaving no one behind in the fight against #COVID19 are priorities for #TeamEurope &amp; the EIB.
In this perspective, we have increased our support to 90% compared to usual 50% maximum limit 

https://t.co/cyUwjvxihz",NEGATIVE
219,1.19E+18,Olivia,It’s OK to mask-shame them! 😷🤬 https://t.co/x9C5xuOs20 #JoshSabarra #Wednesday #HumpDay #MaskUp #COVID19 #Coronavirus #thsirts #shirts #apparel #LGBTQ #gay https://t.co/xAXRyxsKqb,NEGATIVE
220,1242963055,OneWithGod,"Cote d’Ivoire🇨🇮 is the second country in #Africa to receive #COVID19 vaccines from the COVAX facility!👏🏿 504,000 doses of Oxford-AstraZeneca vaccine just arrived in Abidjan. Another step towards #VaccinEquity &amp; a symbol of global cooperation &amp; solidarity. https://t.co/uLiX7yM2LE",POSITIVE
221,1.19E+18,KQMP,"Though slightly less effective than #N95 masks, denim jeans, surgical masks, polyester windbreakers and disposable and washable HEPA vacuum bags appear to offer protection from #COVID19. Access the full study from @bmj_latest https://t.co/jPAj2YLDQW https://t.co/6ejFadwb5M",NEGATIVE
222,75557452,سعيد البلوي,"Total confirmed #COVID19 cases in #Saudi: 376,723
Total recovered: 367,691 
Total dead: 6,483
Total active cases: 2,549  
Total  critical cases: 477
Total tests carried out: 13,554,439
Total  vaccines administered: 639,587 https://t.co/gjeaeaBjZH",POSITIVE
223,15755364,David R Strong,"Good News! #Measles has also been self-isolating since the beginning of the #COVID19 pandemic. Despite ongoing enhanced surveillance, #Canada is happy to announce a full year without any reported cases of measles! #PublicHealth #VaccinesWork
https://t.co/Whe0elyY0E",NEGATIVE
224,2780950167,Jay,"The next phase of #COVID19 vaccinations will continue to prioritise people by age and not their occupation 
 https://t.co/UofnHc3k66",NEGATIVE
225,8.90E+17,Tom Render,"#Researchers at Susavion Biosciences have designed novel  #peptides that bind to different receptors on #immune cells. Read how this work could inspire the development of effective treatments for #cancer, #COVID19 and other #viral #infections: https://t.co/fCNlI1xvIL https://t.co/0ydITqZvHV",POSITIVE
226,27025861,Laieq Hashmi,"As we complete 1 year since the first case of #COVID19 was reported in #Pakistan, I would like to thank every frontline worker for their effort and hardwork during this difficult time. I would also encourage everyone to get vaccinated so that we can fight COVID19 together. https://t.co/nOCz0QK2C3",NEGATIVE
227,1305697758,🇨🇦 Candace Smith まりこ,"While correlation does not imply causation, the strong and sustained drop in COVID-19 cases in the UK suggests that the AstraZeneca vaccine is having an impact.

#cdnpoli #AstraZeneca @AstraZeneca #COVID19 https://t.co/stO88M3brU",NEGATIVE
228,2766188078,UN Women Europe & CIS,"“Although #COVID19 has made it difficult for all of us, especially the work of safe houses, it has also shown that solidarity &amp; commitment can help us overcome crises.”
—Jasna Zečević, Dir. of the Association Vive žene from Bosnia &amp; Herzegovina.
Read more: https://t.co/6a7AwevLVh",NEGATIVE
229,1.33E+18,econews,#COVID19 Prime Student 6-month Trial https://t.co/uXq1TYjWDY,NEGATIVE
230,9.81E+17,Nancy Ruiz-Uribe,"I'm concerned about the pressure for undergraduates to have authored publications to be considered qualified for graduate school. 

Not only does this produce bias in the system, but post #COVID19 many UGs weren't able to work in labs. It puts them at a huge disadvantage.",NEGATIVE
231,408696260,Security Council Report,"Today (26 February), the #UNSC is expected to adopt a @UKUN_NewYork initiated resolution demanding a humanitarian pause to facilitate the delivery of #COVID19 vaccinations in areas of armed conflict. Read more: https://t.co/GlohQhaWuL",NEGATIVE
232,1188483266,Elizabeth Bush,"I really makes me feel better when I interact with people who fight for the greater cause. It's really a pleasureI hope we can do more and put up a real challenge  together.
#maskuary #Tiredearth #COVID19 #confinement @GulsunSultan https://t.co/zBBGHh1l7n",NEGATIVE
233,1.14E+18,DrogonLives,Can you imagine how long the pandemic remix of Craig David’s 7 Days would be? #coronavirusuk #lockdown #COVID19 #June21st,NEGATIVE
234,1.34E+18,HereWeGo!,"#DJIA down 375 points right now  😴
Oh God this selloff lately is so ruthless creating amazing buying opportunities which will be taken advantage by big funds but will hurt small retail investors  🥲
Mercy Lord people already have enough pain dealing with #Covid19 imo
SupDup",NEGATIVE
235,3439249876,España ONU Viena,"Are you ready for #IWD2021?

Join #GenerationEquality on #InternationalWomensDay to celebrate women in leadership who are shaping an equal future and recovery from the #COVID19 pandemic.

⭐️8 March
⭐️10:00 am EST
⭐️Register: https://t.co/QOFnBItf9e https://t.co/DaVXDQE0q5",NEGATIVE
236,1.36E+18,vern1066999,Good riddance to rubbish - but never forget @UKLabour &amp; its treacherous leaders like @jeremycorbyn sent the signal to the world our country was a soft touch. That's why this happens. Labour still full of woke lefties that hate our country #COVID19 #vaccine #fridaymorning https://t.co/Wa7kgbSh1P,NEGATIVE
237,2652859681,Danish Mehboob,Tell us (anonymously) how #COVID19 affected your #tax team - were governments around the world helpful? Have you changed the way you work with technology? We'd love to hear from you. #TaxTwitter #internationaltax @IntlTaxReview #taxation #taxteams https://t.co/7pQOzfznkI,NEGATIVE
238,1.30E+18,Greg Weiberg,"I’m beginning to suspect that @NicolleDWallace has some kind of investment deal with Kleenex. 

Seriously, thank you, Nicolle, for what you’ve been doing to honor those lost to #COVID19",NEGATIVE
239,1.01E+18,boost pinned tweet !!!!,"please help neyshaun if possible! he needs to get funds for housing asap!! hope everyone is having a good day.

#MutualAidRequest #MutualAid #Help #RIPTwitter #Ripple #Trending #SpreadTheWord #COVID19 https://t.co/nBAocuBOHB",NEGATIVE
240,1.28E+18,Linda,"Black and Latina women are being disproportionately crushed by the economic fallout from #COVID19 As America catches a fiscal flu, we’ve caught a financial pandemic. We discuss on @CrossConnection 👇🏽Full 🎥 on IG: https://t.co/kGIXgp63LW https://t.co/otJ657GDdq",POSITIVE
241,9.01E+17,Swachh Kaushambi,"swachhbharat: RT @MoHFW_INDIA: #LargestVaccineDrive

More than 1.37 Cr #COVID19 vaccine doses administered.

2.84 L vaccine doses given till 6 pm today; 1,71,089 HCWs received second dose of vaccine today.

https://t.co/9yWFDj3HBu https://t.co/byZ8KqxTt6",POSITIVE
242,1.07E+18,youturn,"Nearly one in 10 employees have experienced lower productivity or missed work because of addiction or substance abuse. https://t.co/V1qsLdVeHb

#substanceabuse #mentalhealth #mentalhealthawareness #employees  #addictionrecovery #recovery   #mentalhealthdisorders #covid19 #youturn",NEGATIVE
243,8.65E+17,PennSurgery,"Meet Amy Lorenzo,APP &amp; clinical lead  #COVID19 vaccine clinic at @PennMedicine. Amy stepped up from her comfort zone in GI surgery to work at the testing tents last spring. I am redeployed from my day job. #strongertogether @pennsurgery @AmBdSurg https://t.co/4r7zkVhYSG",NEGATIVE
244,3312675500,Gayatri Kotha,A Nation losing a half million people is a loss for Humanity. This catastrophic Loss of Life should not be in vain. Every one of us must commit to Conscious Behavior &amp; take this Pledge that we will neither be a carrier nor a spreader. –Sg #COVID19 https://t.co/6VELwymBN7,NEGATIVE
245,1.15E+18,#EndSARS BOT,"After This Lady Bought An iPhone 7 Worth 100k To A Guy She Never Met, See What The Guy Did To Her
#EndSARS
#AbujaTwitterCommunity
#COVID19
https://t.co/YYQJrkEHch",NEGATIVE
246,65418647,Alison Inglis-Jones,"""To Jab or Not to Jab - COVID-19, Vaccination &amp; the Black Community"" event will be taking place on Saturday 27th February via Zoom from 1pm-2:45pm. If you have questions about vaccination or want to learn more, join in tomorrow. #COVID19 #vaccination #southwark #communityevent https://t.co/nvMV8qy4h5",NEGATIVE
247,2565865626,Global Health Observ,New in JMIR: Using Automated Machine Learning to Predict the Mortality of ##Patients With #COVID19 #coronavirus: Prediction Model Development #Study https://t.co/fr8t92dSeF https://t.co/yLwMXvsf36,POSITIVE
248,2574787472,DjehutiC 🌍♻️,"Update status #covid19 for the Netherlands.
https://t.co/2pd5WlSoJr https://t.co/ls0tHjxOTV",POSITIVE
249,15221598,"James Gingerich, @Expeflow #WorkEasier #RPA",California's #Coronavirus strain looks increasingly dangerous: 'The devil is already here'. (LA Times) #COVIDー19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic https://t.co/aAoguFMUYs https://t.co/hrrICqeozp,POSITIVE
250,3484051452,Windsor House Nannies,Paying household employees “on the books” is always the right and smart thing to do. Benefits for families outweigh any perceived financial savings from avoiding taxes. The #COVID19 #pandemic has brought this into crystal-clear focus. https://t.co/sAEi0poqNG #nanny,NEGATIVE
251,306435370,Doug Dirks,Graham Thomson OPINION | Alberta's new budget merely postpones the 'fiscal reckoning' | CBC News https://t.co/OAIdzVZTFD More on this from @gthomsonink on @cbchomestretch today at 5:08 pm @jkenney #ableg #abpoli #cdnpoli #COVID19,NEGATIVE
252,7.70E+17,CMNEAPAC,".@HealthyLivingMo reports 394 new #COVID19 cases; 7-day avg of reported cases is 493, &lt;500 for the first time since July 8; dashboard avg of cases thru Tuesday is 433/day; positive rate on tests falls to 5.6%, lowest since late June #moleg #COVDI19Missouri",POSITIVE
253,1.27E+18,TCyberCast,"#Resilience: What Does It Really Mean in #Business Terms?

Check It Out &gt;&gt; The Last Episode in our Cyber #Security Transformation #Podcast &gt;&gt; https://t.co/ol54b4w1Ls

@Corix_JC @TCyberCast #cybersecurity #leaders #leadership #management #cyberresilience #COVID19 #crisisresponse https://t.co/MqCmLE4zq2",NEGATIVE
254,487118986,China Xinhua News,Ecuador will receive 2 million doses of CoronaVac vaccine from Chinese pharmaceutical company Sinovac for mass vaccination against #COVID19 https://t.co/Wc6rDV9SYB https://t.co/G1wPnBPPz3,POSITIVE
255,468976673,hot hot kk,"@ShahNafisa @abidkal Thanks, Dr Azra, @AzraPechuho for your efforts. #SindhGovt has already been praised internationally for taking the right measures. Medical staff in particular need our thanks &amp; support for tackling #COVID19 to the best of their abilities, even risking and giving their own lives!",POSITIVE
256,1.14E+18,Fox,"""We lost a million &amp; a half ppl globally last year to #Tuberculosis which is  a viral upper respiratory transmissible infection &amp; nobody was wearing masks.""  -Robert Kennedy Jr.

@fordnation @epdevilla @MaximeBernier @erinotoole 

#covid19 #scamdemic #toronto #lockdowns #onpoli https://t.co/EpHMoffjtC",NEGATIVE
257,1620010466,E.H. Hau #Resist #Persist,#Covidiot Alert: Canada Pension Plan CEO Resigns after travelling to UAE for #COVID-19 Vaccine #Retweet #IARTG #Canada #Covidiots #Covid19BC #BCPoli #ABPoli #CdnPoli #CanPoli #Covid19Canada #Covid19Ottawa #CPP #fbr #Covid19 #CoronaVaccine #COVID19Vaccine  https://t.co/13moBFfYFP,NEGATIVE
258,34705390,Jerry Rome Bass,"Working Dogs - Farm To Fork Wyoming https://t.co/v8HkEBa3Km via @YouTube 

""Adult Australian Shepherds "" FOR SALE :   pulled off the Show Ring because of #COVID19  call  Jacque 1 307 320 6241 .  Some are not humanized .",NEGATIVE
259,1519997904,Dr Rachel Pope 💙,"Right. 24-hour ECG monitor booked, 11 days time. Which is smashing. Just hope I don’t catch B117 whilst I’m there in my unvaccinated state (yes, we’re all still unvaccinated, despite us already *knowing* that #LongCovid is #Covid19’s second most favourite cohort to kill).",NEGATIVE
260,78410840,ReviveHealth,Missed yesterday's episode of The No Normal Show? Watch it here on-demand to get the latest on #COVID19 #vaccine rollout.,NEGATIVE
261,34676583,Women's College Hospital,The @WCHospital crew meticulously drawing #COVID19 vaccines for our highest priority health and community care workers. Day 2 of the Community Vaccine Pop-Up is in full swing 🙌🏽 https://t.co/xSn8If2aVA,POSITIVE
262,1.35E+18,Queen Bee 🐝,The interleukin-6 receptor blockers tocilizumab and sarilumab were tested against standard care in a randomized trial involving patients newly admitted to the intensive care unit and requiring respiratory or blood-pressure support. #COVID19 #IDTwitter,POSITIVE
263,2677882544,Greg Butterfield,"""Carranza’s departure is his decision, officials said, noting the toll #COVID19 pandemic has taken on his own family with death of 11 relatives."" And yet he pushed teachers, students &amp; families back into classrooms for Wall Street &amp; @NYCMayor 
https://t.co/mKoryHq4ES",NEGATIVE
264,1.16E+18,Raghubir Singh,"#ChandigarhUpdate 

Surge in #COVID19 cases in #Chandigarh 

69 fresh cases and 26 recoveries reported on Friday

Active cases now crossed 300 mark; Active cases tally is 322

#WearAMask #StaySafeStayHealthy https://t.co/1pxe4wwZKt",POSITIVE
265,1.27E+18,TCyberCast,"This is how vulnerable you are to #cyberattacks because of the pandemic &gt; https://t.co/Eu5KeB882d via @LaddersHQ 

#cybersecurity #security #infosec #cyberthreats #business #leaders #leadership #management #CISO #CIO #CTO #CEO #COVID19 #remoteworking #crisisresponse #newnormal https://t.co/xDsSdUwKcM",NEGATIVE
266,337291312,jimmy sutherland#starmermustgo💙,"Ministers bury £200,000 research into why people need #foodbanks https://t.co/nsNvQcQWTg

On February 3rd Coffey was quite vague about the report to @CommonsWorkPen. 

Now @willquince says the DWP “reallocated resources to prioritise work to help the #Covid19 effort”. https://t.co/JHE1cRJYjU",NEGATIVE
267,7.42E+17,charlie,"SUNDAY: We're joined by Dr. Anthony Fauci, chief medical adviser to @POTUS, for the latest insight on #COVID19 vaccine distribution, virus variants, and more.

📺 On TV, radio, and streaming online at @CBSNLive, don't miss @FaceTheNation this Sunday https://t.co/ebfYBc1Z1N",POSITIVE
268,15117682,@pharmoto,"During NY's #COVID19 outbreak, #NYP Morgan Stanley Children’s Hospital's Dr. Steven Kernie noticed young patients w/similar symptoms. Soon he was educating parents on pediatric multi-system inflammatory syndrome: https://t.co/BCdkJwJDQ8 CC: @ColumbiaMed #NYPKids #NYTopHospital https://t.co/Vb1f6OkwDE",POSITIVE
269,443490248,Martyn Pugh #StayHomeSaveLives💙,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well 🙏. Download the app https://t.co/uYTOAfgYiG",POSITIVE
270,1.27E+18,C19Race&Risk,"New series of serosurveillance studies to monitor and understand the #COVID19 response in #Kenya 

▶️https://t.co/FMzKpdeGeF

@KEMRI_Wellcome @ea_researchfund 
@FCDOGovUK @gatesfoundation https://t.co/CulRSTD115",POSITIVE
271,346257310,Faith Woodard,"BIDEN IN HOUSTON TEXAS - @TheFaithWoodard is in Houston awaiting the President's arrival. His full schedule and traffic locations &gt;&gt; https://t.co/QsTNAWLq0J
#Friday 
#fridaymorning 
#Biden 
#BideninHouston
#Houston 
#winterstormrelief
#COVID19 
#nrg
#ellington https://t.co/sW3wSp9HbE",NEGATIVE
272,1.37E+18,live sex,"""It is now known that deforestation is linked to an increase in zoonotic diseases. The COVID-19 pandemic is thus sparking consumers to re-evaluate their relationship with nature."" writes Mariam Harutyunyan. #ecofashion #COVID19 #deforestation #environment
https://t.co/kfli9f1ZDC",NEGATIVE
273,65078596,César Zuñiga 🚵🏽‍♂️,It’s disturbing that @DOEChancellor is resigning during such a critical moment in for our - #publicschool another example of why #leadershipmatters #wedeservebetter #COVID19 #recovery,NEGATIVE
274,1.35E+18,Jesus is Love🙏,"Matt 11 vs 20-24 Woe unto thee, Chorazin! woe unto thee, Bethsaida! for if the mighty works, which were done in you, had been done in Tyre and Sidon, they would have repented long ago in sackcloth and ashes.

PRAYER 🙏 Pray for repentance and mercy.

#tokyo #COVID19 trump #26feb",NEGATIVE
275,2149428210,Latin America Center,"""Equitable distribution of #COVID19 vaccines is the first order of business for @CARICOMorg.""- @DrKeithRowley #ACFrontPage",NEGATIVE
276,1.35E+18,Monkey D Luffy,"Kes positif mengikut negeri (setakat 26/02/2021, 12 pm)

Confirmed cases by state (as of 26/02/2021, 12 pm)

#COVID19
#KitaMestiMenang
#sihatmilikku https://t.co/vvsCcu9jUK",NEGATIVE
277,123799426,Maleeha Sajjad Naqvi,"☐ Poverty. 
☐ Trafficking.
☐ Violence &amp; conflict.
 
These are just some of the risks heightened by the pandemic. 

#COVID19 has disrupted the lives of millions of #migrants around the world. 

We must #LeaveNoOneBehind ! https://t.co/yjJQcHiwEa",POSITIVE
278,39669799,Stockchaser99,"NEW COLUMN. Can't they get anything right? Alberta's shoddy shot rollout, a vaccine gong show https://t.co/pHltKG27ue #ableg #abpoli #COVID19 #COVID19AB #calsun",NEGATIVE
279,15947254,Cashprize,"Thomas “Tommy” Hare, 59yo Dispatcher &amp; Paramedic, Central EMS, died of #covid19 1/25.  He was a kind and loving partner to his spouse Tony, as well as an amazing father, brother, and uncle.  He loved spoiling his dogs. #healthcareheroes #WearAMask https://t.co/DbIq1adCJc https://t.co/96NykaSLbm",NEGATIVE
280,1.36E+18,WokeFascismWillKillFreeSpeech,"Now that all the vulnerable groups have been vaccinated, just checking why there are any restrictions whatsoever on our lives?

#COVID19 #Vaccine",NEGATIVE
281,40927068,Cincinnati Childrens,"Many of the residents @StJosephHome are long-time Cincinnati Children’s patients. When they became eligible for #COVID19 vaccines, a team from Cincinnati Children’s traveled to their home, to deliver and administer the vaccines. https://t.co/ewbh4emp2P",POSITIVE
282,111535228,Sankar Kumar,"How is the @WorldBank Group supporting India to protect the micro, small, and medium enterprises (MSMEs), severely impacted by the #COVID19? Read: https://t.co/a2uJyfSfAF https://t.co/SdcyriyJTl",NEGATIVE
283,89529342,Terrance Blott,"For those who want to be objective, this is worth the listen. Get to know what @MaximeBernier &amp; the @peoplespca stand for.

Governments' #COVID19 failures, coming #Election &amp; other issues.

#Canada #Politics #cdnpoli #WakeUpCanada #podcasts 
https://t.co/cinvsHradR",NEGATIVE
284,1.33E+18,Dogfacedponysoldier2020,"#ALERT 🚨24 illegal aliens discovered in a toy hauler⚠️A small/enclosed area crammed with 24 people &amp; no masks is a Petri dish for the spreading of #COVID19 &amp; other contagious diseases. Also found: a gun &amp; cocaine. Extremely dangerous for all involved! 

✅https://t.co/WrfKpQLXJk https://t.co/OPowTXOmqT",POSITIVE
285,3178688418,Christine Carson,"@WolfieSmith5 @Birdiesfav If you think Germ Theory is implausible

do you wash your hands
after going to the bathroom/toilet?

No Germ Theory
= no germs to worry about
= no wash?

All your Followers &amp; friends would like to know

#COVID19 #GermTheoryDenial",NEGATIVE
286,1.04E+18,SecondStreet.Org,"#COVID19 and Mass Hysteria

    Both real

    Both deserve thoughtful attention

Article via @CountryGardener 
#cdnpoli #cdnhealth #onpoli 

https://t.co/OmxwYlI9wv",NEGATIVE
287,69544090,ANI Multimedia,"Vaccination approach now ‘demand-driven’ instead of ‘supply-driven’: Govt official 
https://t.co/9ANELtDKu6
#India #COVID19 #CovidVaccine #COWIN #coronavirus",NEGATIVE
288,8.60E+17,305 Mosquito Control,"Today's #COVID19 dashboard: https://t.co/LyuXGq2Nzy

⬇️Daily positive rate: 5.70%
⬇️14‐day avg: 6.23%
⬇️JMH positive rate: 6%
⬆️Vaccines given: 292,850

Keep following the basics and our numbers will continue to improve - mask up, social distance, wash your hands. #WeCanWeWill",POSITIVE
289,455024343,Office of the U.S. Surgeon General,"Everyone reacts differently to stressful situations like #COVID19. You may feel anxious, angry, sad, or overwhelmed. If you or a loved one feels overwhelmed, get support 24/7 by calling or texting 1-800-985-5990. Learn more: https://t.co/YePrIpmUKJ. https://t.co/ZBfl7TkvD9",POSITIVE
290,2232204548,Betsy B.,Royal Blue Cotton Masks. Reusable Washable Non-Medical Grade Face Covering . Same Day Shipping. Made in USA https://t.co/Ruk1GLjiqS #MaskUpAmerica #COTTON #reusable #facemasksforsale #SafetyFirst #COVID19 https://t.co/dgLMTePBbc,POSITIVE
291,66824626,Lin Anderson,"The Faroe Islands are now #COVID19 free again 🍀

In May the #FaroeIslands were among the world's first countries to become free of Covid, but after reopening borders the virus came back.

Travellers are tested at arrival, have to stay at home &amp; tested again 6 days after arrival. https://t.co/GZ0w7sRxl2",NEGATIVE
292,319940768,Grant Scollay,@Olevikingolsen @Ornge @hospitalnewscom Sure is!  We started using the Airvo2 from @fphcare when we had a paediatric team.  Using it more now with #COVID19.  Coming soon to our fixed wing aircraft I believe.,NEGATIVE
293,1.15E+18,#EndSARS BOT,"Falling in Love (Uh-Oh) - Miami Sound Machine, 1985, Epic Rec.
On YouTube: https://t.co/OjL4XvVY2C

#FridaysForFuture #Berlin👑 #ClimateChange #COVID19 #StayHome #BlackLivesMatter #cinemastrikesback #ForaFutureDancefloor💃🏻 #SenKultEU #Influencer #Bitcoin #YearOfTheOx #EndSARS https://t.co/CMgTZPKZ6x",NEGATIVE
294,3651173116,Liz Clements,"PCC: ""As we increasingly vaccinate the vulnerable, now is the time to give our police officers the jab. Every day they walk towards danger, not away from it, keeping us safe on our streets and in our homes. We should ensure we are offering them safety from #COVID19.” https://t.co/93WxzQJjQ2",POSITIVE
295,1.12E+18,TatianaSEJ,"TEXAS WANTS ANOTHER DISASTER—
@GovAbbott @GregAbbott_TX said that Texas is planning to soon lift all statewide orders (including masks, dining, and distancing rules) related to #COVID19 pandemic; announcement is forthcoming. Horrid. Only 5% vaccinated.
 https://t.co/jPWLl2AjET https://t.co/eovILCS8QT",POSITIVE
296,1.29E+18,Evelyn Corr Spring,#COVID19: Some of the first people to check into quarantine hotels have had their first taste of freedom upon their release today  https://t.co/7KFnk7KJFV,POSITIVE
297,1337268097,EPP Group CoR,No one is safe until everyone is safe. The #EU needs to be active quickly: at the beginning of the pandemic we had lack of material and lack of human resources. We need mutual recognition of #COVID19 tests as well as a COVID-19 vaccine passport to restart tourism. @Emil_Boc,POSITIVE
298,585682241,Violet Njenga,"3. @UNStats emphasized that interoperability between civil registration system, health systems, identity management systems and the national population registers enables the systems to become resilient during shocks such as #COVID19 #UN52SC",POSITIVE
299,18179659,Michael Mathes,"So many attendees have been maskless today at @CPAC in Orlando that organizers paused the proceedings just now to implore people to wear masks.
""Freedom,"" members of the crowd shouted back. ""Freedom!""
#COVID19
#pandemiclife 
#Florida",POSITIVE
300,61167492,Together4ShortLives,"Disabled children deserve better. @DCPcampaign research exposes a huge gap in support. Lessons haven’t been learnt from the first lockdown. We are backing calls for a #COVID19 recovery plan for disabled children, covering health &amp; wellbeing #LeftInLockdown https://t.co/wFjlVgWJgk https://t.co/ynlePcqSGD",NEGATIVE
301,1.23E+18,Lee is back,"I’ve been offered the #COVID19 vaccine , do I take it or not ? Your participation would be most appreciated, thank you",NEGATIVE
302,9.85E+17,Hans Kluge,"#LongCOVID is not yet fully understood, but the policy brief just published by @WHO_Europe &amp; @OBShealth summarizes what we know on who is affected, conditions, diagnosis, treatment, and how countries are responding 
– essential reading 

👉 https://t.co/GmnJjZReoR 

#COVID19 https://t.co/LJcK7ixsnc",NEGATIVE
303,928312772,Jeffrey V. Lazarus,"I just co-hosted Myths and Truths about the #COVID19 vaccine... Wow, lots of stories out there. My advice is to start by checking your source. And there are still some people to convince. If we don't, we´re gonna be stuck for a long time - https://t.co/uQpru3MjmB @ISGLOBALorg",NEGATIVE
304,9.00E+17,AllisonPotts,"40% of people who use #cannabis reported using more since March 2020, according to a new survey by @MHCC_ &amp; CCSA. This rises to 50% among people with current #mentalhealth symptoms.

Our resource can help reduce the risks of cannabis use during #COVID19: https://t.co/GSygvSKvim https://t.co/n7A8CII1eU",NEGATIVE
305,199587020,OICD,"""An empowered, networked, and well-resourced civil society is a public good that no country can do without."" We spoke with @lysajohn to learn more about @CIVICUSalliance's work, and how #civilsociety around the world has risen to the challenge of #COVID19: https://t.co/gdil4Z3mZ6",NEGATIVE
306,587727266,ROHAN J. GONSALVES,"India's GDP may shrink 8% in FY21 on Covid blow: Second Advance Estimate 

#CoronavirusPandemic #COVID19 #CoronavirusVaccine #GDP #economicrecovery 
https://t.co/2pDjTyRcO8",POSITIVE
307,1.17E+18,"Katelyn O'Brien, PharmD, BCPS, CDCES",As we await #FDA recommendation reposting table from @ashishkjha. This is info we should communicate to public. No #COVID19 death or hospitalization from #COVIDVaccine. When it is your turn get the vaccine available on that day. @bmc @id_bmc @BUexperts @WBUR https://t.co/8YPsPt2aI9,NEGATIVE
308,282643059,jacopo giliberto,"51.5 million doses delivered 

29.17 million vaccines administered 

But, of course, it’s EU’s fault! 

#COVID19 #vaccine https://t.co/idjo9tcfZ7",POSITIVE
309,593813785,Donna Young,"#CDC's McNeil: 
3 variants of concern currently identified
– As #SARSCoV2 evolves, additional variants likely to emerge
– Importance of genomic surveillance

Data suggest variants may have increased transmissibility, increased severity, immune evasion
#COVID19 #VRBPAC #FDA $JNJ",NEGATIVE
310,9.61E+17,Dr Anna Rudnicka,Read about our @_E_WORKLIFE research on the struggles from working form home during #COVID19 #lockdown in this new article https://t.co/JQM1cCcMdw,NEGATIVE
311,8.29E+17,Eng&SciActLocally,"Attending @ESAL_us's 'Covid Conversations' event on Tues?

Tell us how you discuss #COVID19 with others and what impact it made. Getting just one person to wear a mask consistently makes a big impact! #CovidConversationsChallenge  #scicomm

(Event RSVP: https://t.co/gu1NybSkhT) https://t.co/UmzxilH4mY",POSITIVE
312,87254372,Rizwan Rafiudeen,8333 #Covid cases in Maharashtra today. Spike in Karnataka to 571 cases with 368 of them in Bengaluru. Delhi crosses 250 cases. #COVID19,POSITIVE
